Time,cPOMh,cPOMo,cMOM,cDOM,cQOM,cMBA,cMBD,cEM,nPOMh,nPOMo,nMOM,nDOM,nQOM,nMBA,nMBD,nEM
2371.0,0.1937282727654935,0.20435472441740504,1.3512469072617213,9.901983419267327e-5,2.649975973894238e-20,0.019293730308575185,0.013419690301064532,0.00013559153891936607,0.0004012101323059478,0.026173762065392178,0.13453283652864367,4.618291516394304e-6,0.019313957825208363,0.004471974240398028,0.0036237032442295054,4.5197179639789746e-5
2372.0,0.1945053019822504,0.20457906454274774,1.351381912182296,9.957596142841608e-5,2.4444025831717702e-20,0.0191723401758652,0.013378991098557572,0.00013576941995008395,0.00040272681917190084,0.026177634530975227,0.13453356704649924,4.640063628512436e-6,0.019313957825208363,0.004485060859565404,0.003612732736389055,4.525647331669572e-5
2373.0,0.19527852253387967,0.204803494068846,1.3515193523379294,0.00010022762946937037,2.248800331683042e-20,0.01904350636121942,0.013339158839215905,0.00013596184295208474,0.00040423549696472433,0.0261814198621393,0.1345343231190515,4.662657621276206e-6,0.019313957825208363,0.00449790383450918,0.0036019962121838505,4.532061431736267e-5
2374.0,0.19605388171209825,0.20502878693988147,1.3516574898770535,0.00010062327797618293,2.0688502649247912e-20,0.018915457224427588,0.013299373484181656,0.00013614971787048442,0.0004057485133859378,0.026185225613003477,0.13453508138682435,4.679859389878751e-6,0.019313957825208363,0.004510590604779641,0.0035912722384155633,4.538323929016259e-5
2375.0,0.19683105072808324,0.2052548809336633,1.3517963236418216,0.00010099775587063543,1.903299887667681e-20,0.018788207542145916,0.013259641387328365,0.0001363330827239228,0.00040726521196657263,0.026189050175791956,0.134535841827111,4.695906592264947e-6,0.019313957825208363,0.0045231328771978465,0.003580562530589263,4.544436090797539e-5
2376.0,0.19760627294111147,0.2054812445714172,1.3519367552545245,0.00010146245860486068,1.7486102666842006e-20,0.01865760495395176,0.013220375469680962,0.00013652138801207588,0.0004087778518737873,0.02619283419834981,0.13453661659397362,4.712423042364027e-6,0.019313957825208363,0.004535485897464423,0.0035699785929210835,4.5507129337359714e-5
2377.0,0.19838249330207786,0.20570826116556643,1.3520778919870453,0.00010178901291059857,1.6064929570821573e-20,0.018527876367468093,0.013181168881549589,0.00013670503802938413,0.0004102925510275607,0.026196632946600754,0.13453739355958305,4.725789963663886e-6,0.019313957825208363,0.004547705102097442,0.0035594105621984114,4.556834600979577e-5
2378.0,0.1991626311021569,0.2059362980515139,1.3522188188819437,0.00010196760598329084,1.477940630403499e-20,0.01840316304970047,0.013141622584334241,0.00013687479274648103,0.0004118153771598066,0.026200501586213558,0.13453816046910214,4.735603482897313e-6,0.019313957825208363,0.004559858561597722,0.003548750682818476,4.562493091549477e-5
2379.0,0.1999497525224716,0.20616572068750877,1.3523586162443175,0.00010200502626261564,1.3632885468859018e-20,0.018399295234210144,0.013101348145549953,0.00013702385910507794,0.00041335268960681915,0.026204492782416378,0.13453890567024013,4.7423424734194386e-6,0.019313957825208363,0.004572057393329443,0.0035378940602208506,4.5674619701693745e-5
2380.0,0.2007368004248989,0.20639557483010726,1.352499079903789,0.00010224980353954945,1.2575306638419308e-20,0.01839883415510215,0.01306115670327324,0.000137172418856888,0.0004148899246516445,0.02620849347324625,0.13453965280820013,4.751447707456669e-6,0.019313957825208363,0.004584217759340057,0.0035270597338418557,4.572413961896379e-5
2381.0,0.2015200804931058,0.20662536513106275,1.3526411209816092,0.00010259271535668259,1.1584620482022557e-20,0.018302078334782684,0.013021446670976556,0.00013732800442396639,0.00041641947010184044,0.02621244706916255,0.13454041362609898,4.7613389122126436e-6,0.019313957825208363,0.004596250946790295,0.0035163552915307983,4.5776001474656575e-5
2382.0,0.2022990362521082,0.20685499027865056,1.3527847706561646,0.00010291158812950253,1.065761366877259e-20,0.018178388893911872,0.01298222521652438,0.00013748894150587737,0.00041794020871738035,0.02621634919003243,0.13454118857605907,4.769768171933491e-6,0.019313957825208363,0.004608123183485881,0.0035057826709817583,4.582964716862692e-5
2383.0,0.2030699069951245,0.2070839236596903,1.3529309626481756,0.00010333175951162525,9.778153124535415e-21,0.018047418592647375,0.012943882308461252,0.00013766374046974864,0.00041944439686285583,0.026220139499029724,0.1345419901921105,4.779105981021781e-6,0.019313957825208363,0.00461976349134487,0.0034954471838901987,4.588791348991733e-5
2384.0,0.20383215263239268,0.20731204779062098,1.3530797273342692,0.00010372797906579211,8.946296172547646e-21,0.01790900599084145,0.012906411678375036,0.00013785230595772876,0.00042093095409099883,0.026223811688562564,0.134542819325676,4.787042237267377e-6,0.019313957825208363,0.004631169914284783,0.0034853471414979724,4.5950768652577384e-5
2385.0,0.2045887428566951,0.20753974864993027,1.3532301648944773,0.00010398518689422847,8.173495904079239e-21,0.01776737066691165,0.012869421002324017,0.00013804516633873133,0.00042240603993625836,0.026227421037626406,0.13454366380941052,4.791827780180908e-6,0.019313957825208363,0.0046424010384701455,0.0034753766017120357,4.6015055446244905e-5
2386.0,0.20534267086380456,0.20776742557350486,1.353381335536785,0.000104091070058468,7.467451781777495e-21,0.017626982804855806,0.012832505344915979,0.00013823272452679865,0.0004238758633681623,0.02623102642487181,0.134544510585736,4.792939163814192e-6,0.019313957825208363,0.00465351472282283,0.003465426219843538,4.6077574842267346e-5
2387.0,0.20609351465739847,0.2079949956560523,1.3535332336002317,0.000104168212439059,6.822397266430598e-21,0.017487838199457317,0.012795684560946428,0.00013841503799629583,0.0004253395834622397,0.026234625696360588,0.13454535961803663,4.792510554976287e-6,0.019313957825208363,0.004664504758309097,0.003455501351516064,4.613834599876642e-5
